1,371,1249,371,1249
2,372,1250,371,1249
3,374,1248,371,1248
4,383,1209,371,1248
5,384,1205,371,1248
6,385,1202,371,1248
7,386,1204,371,1248
8,389,1206,371,1248
9,383,1178,371,1247
10,386,1182,371,1246
11,389,1149,372,1244
12,392,1152,372,1241
13,396,1153,373,1237
14,400,1154,374,1233
15,405,1156,376,1228
16,411,1156,378,1223
17,417,1158,381,1217
18,425,1160,385,1210
19,432,1161,390,1204
20,440,1161,395,1197
21,449,1160,402,1190
22,457,1161,409,1184
23,463,1160,417,1177
24,471,1160,425,1171
25,478,1162,434,1166
26,486,1161,444,1161
27,494,1161,454,1156
28,501,1162,464,1152
29,508,1162,474,1148
30,514,1162,484,1145
31,521,1162,494,1143
32,527,1160,504,1140
33,533,1160,514,1138
34,538,1159,523,1137
35,543,1158,532,1135
36,547,1222,541,1142
37,552,1300,549,1158
38,560,1304,558,1173
39,570,1299,567,1188
40,578,1298,575,1201
41,585,1299,584,1213
42,591,1304,593,1226
43,591,1327,600,1240
44,618,1454,610,1269
45,633,1452,621,1295
46,649,1450,632,1320
47,662,1449,645,1343
48,676,1448,657,1363
49,686,1448,670,1382
50,693,1450,682,1399
51,696,1454,693,1416
52,698,1457,703,1431
53,700,1458,713,1445
54,704,1458,721,1457
55,707,1458,729,1468
56,710,1457,737,1478
57,713,1457,743,1486
58,717,1457,749,1493
59,721,1456,755,1499
60,724,1456,761,1504
61,727,1455,765,1508
62,731,1454,770,1511
63,735,1455,774,1514
64,740,1456,778,1516
65,744,1458,782,1518
66,747,1456,786,1518
67,750,1455,789,1518
68,754,1458,792,1518
69,756,1455,795,1518
70,760,1458,798,1517
71,762,1457,800,1516
72,765,1456,803,1514
73,768,1455,805,1512
74,771,1456,807,1511
75,774,1458,809,1509
76,776,1458,811,1507
77,778,1459,812,1505
78,780,1461,813,1503
79,782,1463,815,1501
80,783,1464,816,1500
81,784,1466,817,1498
82,785,1466,817,1497
83,787,1465,818,1495
84,788,1466,818,1494
85,789,1465,819,1492
86,791,1463,819,1490
87,793,1464,819,1489
88,794,1465,820,1487
89,795,1464,820,1485
90,797,1467,820,1484
91,799,1467,820,1483
92,801,1466,821,1481
93,802,1466,821,1480
94,804,1465,821,1479
95,806,1466,822,1477
96,809,1467,823,1476
97,813,1471,824,1476
98,815,1471,825,1476
99,818,1471,826,1475
100,820,1472,827,1475
101,823,1471,829,1474
102,825,1471,830,1474
103,828,1471,832,1474
104,831,1471,834,1473
105,835,1471,836,1473
106,837,1471,838,1473
107,841,1471,841,1472
108,844,1468,843,1472
109,846,1465,846,1471
110,850,1463,848,1470
111,853,1462,851,1468
112,856,1460,854,1467
113,859,1461,857,1466
114,863,1461,860,1465
115,866,1463,863,1464
116,869,1460,866,1463
117,871,1454,869,1462
118,876,1453,873,1460
119,873,1452,875,1458
120,880,1486,879,1461
121,883,1488,882,1464
122,886,1490,885,1467
123,878,1514,887,1473
124,881,1556,889,1483
125,877,1593,890,1498
126,901,1589,894,1511
127,940,1598,903,1524
128,1001,1576,918,1534
129,1007,1576,933,1542
130,947,1699,939,1566
131,968,1694,948,1587
132,995,1706,958,1608
