1,371,1249,371,1249
2,372,1250,371,1249
3,374,1248,371,1248
4,383,1209,371,1248
5,384,1205,371,1248
6,385,1202,371,1248
7,386,1204,371,1247
8,389,1206,372,1245
9,383,1178,372,1242
10,386,1182,373,1238
11,389,1149,375,1231
12,392,1152,376,1222
13,396,1153,379,1212
14,400,1154,382,1202
15,405,1156,386,1191
16,411,1156,391,1181
17,417,1158,397,1172
18,425,1160,403,1163
19,432,1161,411,1156
20,440,1161,419,1150
21,449,1160,428,1145
22,457,1161,437,1141
23,463,1160,446,1137
24,471,1160,456,1135
25,478,1162,465,1133
26,486,1161,475,1132
27,494,1161,484,1131
28,501,1162,494,1131
29,508,1162,504,1132
30,514,1162,513,1133
31,521,1162,522,1134
32,527,1160,530,1134
33,533,1160,539,1135
34,538,1159,547,1136
35,543,1158,554,1137
36,547,1222,561,1150
37,552,1300,568,1175
38,560,1304,574,1199
39,570,1299,582,1220
40,578,1298,589,1238
41,585,1299,597,1255
42,591,1304,604,1270
43,591,1327,610,1288
44,618,1454,619,1326
45,633,1452,630,1360
46,649,1450,642,1389
47,662,1449,655,1415
48,676,1448,668,1436
49,686,1448,681,1455
50,693,1450,694,1471
51,696,1454,705,1485
52,698,1457,714,1496
53,700,1458,723,1506
54,704,1458,730,1514
55,707,1458,736,1519
56,710,1457,742,1523
57,713,1457,747,1525
58,717,1457,751,1527
59,721,1456,755,1526
60,724,1456,759,1525
61,727,1455,762,1523
62,731,1454,764,1520
63,735,1455,767,1517
64,740,1456,770,1514
65,744,1458,772,1511
66,747,1456,775,1507
67,750,1455,777,1504
68,754,1458,779,1500
69,756,1455,781,1496
70,760,1458,783,1493
71,762,1457,785,1489
72,765,1456,787,1486
73,768,1455,788,1482
74,771,1456,790,1479
75,774,1458,792,1476
76,776,1458,793,1474
77,778,1459,795,1472
78,780,1461,796,1470
79,782,1463,798,1469
80,783,1464,799,1468
81,784,1466,799,1468
82,785,1466,800,1467
83,787,1465,801,1467
84,788,1466,802,1467
85,789,1465,802,1466
86,791,1463,803,1465
87,793,1464,804,1465
88,794,1465,804,1465
89,795,1464,805,1464
90,797,1467,806,1464
91,799,1467,806,1465
92,801,1466,807,1465
93,802,1466,808,1465
94,804,1465,809,1464
95,806,1466,811,1465
96,809,1467,812,1465
97,813,1471,814,1466
98,815,1471,816,1467
99,818,1471,818,1467
100,820,1472,820,1468
101,823,1471,823,1469
102,825,1471,825,1469
103,828,1471,828,1470
104,831,1471,830,1470
105,835,1471,833,1471
106,837,1471,836,1471
107,841,1471,839,1471
108,844,1468,843,1471
109,846,1465,846,1470
110,850,1463,849,1469
111,853,1462,853,1467
112,856,1460,856,1466
113,859,1461,859,1465
114,863,1461,863,1464
115,866,1463,867,1463
116,869,1460,870,1462
117,871,1454,873,1460
118,876,1453,877,1458
119,873,1452,880,1456
120,880,1486,883,1461
121,883,1488,886,1465
122,886,1490,890,1470
123,878,1514,891,1478
124,881,1556,892,1493
125,877,1593,893,1514
126,901,1589,897,1531
127,940,1598,908,1548
128,1001,1576,929,1559
129,1007,1576,948,1569
130,947,1699,954,1599
131,968,1694,963,1625
132,995,1706,976,1651
