1,371,1249,371,1249
2,372,1250,371,1249
3,374,1248,371,1248
4,383,1209,371,1248
5,384,1205,371,1248
6,385,1202,371,1248
7,386,1204,371,1248
8,389,1206,371,1248
9,383,1178,371,1248
10,386,1182,371,1247
11,389,1149,371,1246
12,392,1152,371,1245
13,396,1153,372,1244
14,400,1154,372,1242
15,405,1156,373,1240
16,411,1156,374,1237
17,417,1158,375,1234
18,425,1160,377,1230
19,432,1161,380,1227
20,440,1161,383,1222
21,449,1160,387,1218
22,457,1161,391,1213
23,463,1160,397,1208
24,471,1160,403,1203
25,478,1162,409,1197
26,486,1161,417,1192
27,494,1161,425,1187
28,501,1162,434,1182
29,508,1162,443,1177
30,514,1162,452,1172
31,521,1162,462,1168
32,527,1160,472,1164
33,533,1160,482,1160
34,538,1159,492,1156
35,543,1158,502,1153
36,547,1222,511,1155
37,552,1300,521,1166
38,560,1304,530,1176
39,570,1299,540,1186
40,578,1298,550,1195
41,585,1299,560,1204
42,591,1304,570,1213
43,591,1327,579,1224
44,618,1454,589,1247
45,633,1452,601,1268
46,649,1450,613,1288
47,662,1449,625,1307
48,676,1448,638,1325
49,686,1448,651,1341
50,693,1450,663,1357
51,696,1454,675,1372
52,698,1457,686,1387
53,700,1458,697,1400
54,704,1458,706,1413
55,707,1458,715,1424
56,710,1457,724,1435
57,713,1457,732,1445
58,717,1457,740,1454
59,721,1456,747,1462
60,724,1456,754,1469
61,727,1455,760,1476
62,731,1454,766,1481
63,735,1455,772,1487
64,740,1456,778,1491
65,744,1458,783,1496
66,747,1456,788,1499
67,750,1455,793,1502
68,754,1458,797,1505
69,756,1455,801,1507
70,760,1458,805,1509
71,762,1457,808,1511
72,765,1456,812,1512
73,768,1455,815,1512
74,771,1456,818,1513
75,774,1458,821,1513
76,776,1458,823,1513
77,778,1459,825,1513
78,780,1461,827,1513
79,782,1463,829,1512
80,783,1464,831,1512
81,784,1466,832,1512
82,785,1466,833,1512
83,787,1465,834,1511
84,788,1466,835,1510
85,789,1465,836,1509
86,791,1463,836,1508
87,793,1464,837,1507
88,794,1465,837,1505
89,795,1464,837,1504
90,797,1467,838,1503
91,799,1467,838,1502
92,801,1466,838,1500
93,802,1466,838,1499
94,804,1465,838,1498
95,806,1466,839,1496
96,809,1467,839,1495
97,813,1471,840,1494
98,815,1471,840,1493
99,818,1471,841,1492
100,820,1472,842,1491
101,823,1471,843,1490
102,825,1471,844,1489
103,828,1471,845,1489
104,831,1471,846,1488
105,835,1471,847,1487
106,837,1471,849,1486
107,841,1471,850,1485
108,844,1468,852,1484
109,846,1465,854,1482
110,850,1463,856,1481
111,853,1462,858,1479
112,856,1460,860,1477
113,859,1461,862,1476
114,863,1461,865,1474
115,866,1463,867,1473
116,869,1460,870,1472
117,871,1454,872,1470
118,876,1453,875,1468
119,873,1452,877,1466
120,880,1486,880,1467
121,883,1488,883,1469
122,886,1490,885,1471
123,878,1514,887,1475
124,881,1556,889,1483
125,877,1593,890,1494
126,901,1589,894,1505
127,940,1598,901,1515
128,1001,1576,913,1523
129,1007,1576,926,1530
130,947,1699,931,1549
131,968,1694,939,1567
132,995,1706,948,1584
